Subject,Condition,X2,T2,X1,T1,LaterOptionChosen
103,2,-160,365,-100,0,0
103,2,-180,365,-100,0,0
104,2,20,365,100,0,0
104,2,40,365,100,0,0
104,2,60,365,100,0,0
104,2,80,365,100,0,0
104,2,100,365,100,0,0
104,2,120,365,100,0,0
104,2,140,365,100,0,0
104,2,160,365,100,0,1
104,2,180,365,100,0,1
104,2,-20,365,-100,0,1
104,2,-40,365,-100,0,1
104,2,-60,365,-100,0,1
104,2,-80,365,-100,0,1
104,2,-100,365,-100,0,0
104,2,-120,365,-100,0,0
104,2,-140,365,-100,0,0
104,2,-160,365,-100,0,0
104,2,-180,365,-100,0,0
105,2,20,365,100,0,0
105,2,40,365,100,0,0
105,2,60,365,100,0,0
105,2,80,365,100,0,0
105,2,100,365,100,0,0
105,2,120,365,100,0,1
105,2,140,365,100,0,1
105,2,160,365,100,0,1
105,2,180,365,100,0,1
105,2,-20,365,-100,0,1
105,2,-40,365,-100,0,1
105,2,-60,365,-100,0,1
105,2,-80,365,-100,0,1
105,2,-100,365,-100,0,0
105,2,-120,365,-100,0,0
105,2,-140,365,-100,0,0
105,2,-160,365,-100,0,0
105,2,-180,365,-100,0,0
106,2,20,365,100,0,0
106,2,40,365,100,0,0
106,2,60,365,100,0,0
106,2,80,365,100,0,0
106,2,100,365,100,0,0
106,2,120,365,100,0,1
106,2,140,365,100,0,1
106,2,160,365,100,0,1
106,2,180,365,100,0,1
106,2,-20,365,-100,0,1
106,2,-40,365,-100,0,1
106,2,-60,365,-100,0,1
106,2,-80,365,-100,0,1
106,2,-100,365,-100,0,1
106,2,-120,365,-100,0,0
106,2,-140,365,-100,0,0
106,2,-160,365,-100,0,0
106,2,-180,365,-100,0,0
107,2,20,365,100,0,0
107,2,40,365,100,0,0
107,2,60,365,100,0,0
107,2,80,365,100,0,0
107,2,100,365,100,0,0
107,2,120,365,100,0,0
107,2,140,365,100,0,0
107,2,160,365,100,0,1
107,2,180,365,100,0,1
107,2,-20,365,-100,0,1
107,2,-40,365,-100,0,1
107,2,-60,365,-100,0,1
107,2,-80,365,-100,0,1
107,2,-100,365,-100,0,0
107,2,-120,365,-100,0,0
107,2,-140,365,-100,0,0
107,2,-160,365,-100,0,0
107,2,-180,365,-100,0,0
108,2,20,365,100,0,0
108,2,40,365,100,0,0
108,2,60,365,100,0,0
108,2,80,365,100,0,0
108,2,100,365,100,0,0
108,2,120,365,100,0,0
108,2,140,365,100,0,0
108,2,160,365,100,0,0
108,2,180,365,100,0,0
108,2,-20,365,-100,0,1
108,2,-40,365,-100,0,1
108,2,-60,365,-100,0,1
108,2,-80,365,-100,0,1
108,2,-100,365,-100,0,1
108,2,-120,365,-100,0,1
108,2,-140,365,-100,0,1
108,2,-160,365,-100,0,0
108,2,-180,365,-100,0,0
109,2,20,365,100,0,0
109,2,40,365,100,0,0
109,2,60,365,100,0,0
109,2,80,365,100,0,0
109,2,100,365,100,0,0
109,2,120,365,100,0,0
109,2,140,365,100,0,1
109,2,160,365,100,0,1
109,2,180,365,100,0,1
109,2,-20,365,-100,0,1
109,2,-40,365,-100,0,1
109,2,-60,365,-100,0,1
109,2,-80,365,-100,0,1
109,2,-100,365,-100,0,1
109,2,-120,365,-100,0,0
109,2,-140,365,-100,0,0
109,2,-160,365,-100,0,0
109,2,-180,365,-100,0,0
110,2,20,365,100,0,0
110,2,40,365,100,0,0
110,2,60,365,100,0,0
110,2,80,365,100,0,0
110,2,100,365,100,0,0
110,2,120,365,100,0,1
110,2,140,365,100,0,1
110,2,160,365,100,0,1
110,2,180,365,100,0,1
110,2,-20,365,-100,0,1
110,2,-40,365,-100,0,1
110,2,-60,365,-100,0,1
110,2,-80,365,-100,0,1
110,2,-100,365,-100,0,1
110,2,-120,365,-100,0,0
110,2,-140,365,-100,0,0
110,2,-160,365,-100,0,0
110,2,-180,365,-100,0,0
111,2,20,365,100,0,0
111,2,40,365,100,0,0
111,2,60,365,100,0,0
111,2,80,365,100,0,0
111,2,100,365,100,0,0
111,2,120,365,100,0,0
111,2,140,365,100,0,0
111,2,160,365,100,0,0
111,2,180,365,100,0,1
111,2,-20,365,-100,0,1
111,2,-40,365,-100,0,1
111,2,-60,365,-100,0,1
111,2,-80,365,-100,0,1
111,2,-100,365,-100,0,1
111,2,-120,365,-100,0,0
111,2,-140,365,-100,0,0
111,2,-160,365,-100,0,0
111,2,-180,365,-100,0,0
112,2,20,365,100,0,0
112,2,40,365,100,0,0
112,2,60,365,100,0,0
112,2,80,365,100,0,0
112,2,100,365,100,0,0
112,2,120,365,100,0,0
112,2,140,365,100,0,0
112,2,160,365,100,0,0
112,2,180,365,100,0,0
112,2,-20,365,-100,0,0
112,2,-40,365,-100,0,0
112,2,-60,365,-100,0,0
112,2,-80,365,-100,0,0
112,2,-100,365,-100,0,0
112,2,-120,365,-100,0,0
112,2,-140,365,-100,0,0
112,2,-160,365,-100,0,0
112,2,-180,365,-100,0,0
113,2,20,365,100,0,0
113,2,40,365,100,0,0
113,2,60,365,100,0,0
113,2,80,365,100,0,0
113,2,100,365,100,0,0
113,2,120,365,100,0,1
113,2,140,365,100,0,1
113,2,160,365,100,0,1
113,2,180,365,100,0,1
113,2,-20,365,-100,0,1
113,2,-40,365,-100,0,1
113,2,-60,365,-100,0,1
113,2,-80,365,-100,0,0
113,2,-100,365,-100,0,0
113,2,-120,365,-100,0,0
113,2,-140,365,-100,0,0
113,2,-160,365,-100,0,0
113,2,-180,365,-100,0,0
114,2,20,365,100,0,0
114,2,40,365,100,0,0
114,2,60,365,100,0,0
114,2,80,365,100,0,0
114,2,100,365,100,0,0
114,2,120,365,100,0,0
114,2,140,365,100,0,0
114,2,160,365,100,0,0
114,2,180,365,100,0,0
114,2,-20,365,-100,0,1
114,2,-40,365,-100,0,1
114,2,-60,365,-100,0,1
114,2,-80,365,-100,0,1
114,2,-100,365,-100,0,0
114,2,-120,365,-100,0,0
114,2,-140,365,-100,0,0
114,2,-160,365,-100,0,0
114,2,-180,365,-100,0,0
115,2,20,365,100,0,0
115,2,40,365,100,0,0
115,2,60,365,100,0,0
115,2,80,365,100,0,0
115,2,100,365,100,0,0
115,2,120,365,100,0,1
115,2,140,365,100,0,1
115,2,160,365,100,0,1
115,2,180,365,100,0,1
115,2,-20,365,-100,0,1
115,2,-40,365,-100,0,1
115,2,-60,365,-100,0,1
115,2,-80,365,-100,0,1
115,2,-100,365,-100,0,0
115,2,-120,365,-100,0,0
115,2,-140,365,-100,0,0
115,2,-160,365,-100,0,0
115,2,-180,365,-100,0,0
116,2,20,365,100,0,0
116,2,40,365,100,0,0
116,2,60,365,100,0,0
116,2,80,365,100,0,0
116,2,100,365,100,0,0
116,2,120,365,100,0,1
116,2,140,365,100,0,1
116,2,160,365,100,0,1
116,2,180,365,100,0,1
116,2,-20,365,-100,0,1
116,2,-40,365,-100,0,1
116,2,-60,365,-100,0,1
116,2,-80,365,-100,0,0
116,2,-100,365,-100,0,0
116,2,-120,365,-100,0,0
116,2,-140,365,-100,0,0
116,2,-160,365,-100,0,0
116,2,-180,365,-100,0,0
117,2,20,365,100,0,0
117,2,40,365,100,0,0
117,2,60,365,100,0,0
117,2,80,365,100,0,0
117,2,100,365,100,0,0
117,2,120,365,100,0,1
117,2,140,365,100,0,1
117,2,160,365,100,0,1
117,2,180,365,100,0,1
117,2,-20,365,-100,0,1
117,2,-40,365,-100,0,1
117,2,-60,365,-100,0,1
117,2,-80,365,-100,0,1
117,2,-100,365,-100,0,1
117,2,-120,365,-100,0,0
117,2,-140,365,-100,0,0
117,2,-160,365,-100,0,0
117,2,-180,365,-100,0,0
118,2,20,365,100,0,0
118,2,40,365,100,0,0
118,2,60,365,100,0,0
118,2,80,365,100,0,0
118,2,100,365,100,0,0
118,2,120,365,100,0,1
118,2,140,365,100,0,1
118,2,160,365,100,0,1
118,2,180,365,100,0,1
118,2,-20,365,-100,0,1
118,2,-40,365,-100,0,1
118,2,-60,365,-100,0,1
118,2,-80,365,-100,0,1
118,2,-100,365,-100,0,1
118,2,-120,365,-100,0,0
118,2,-140,365,-100,0,0
118,2,-160,365,-100,0,0
118,2,-180,365,-100,0,0
119,2,20,365,100,0,0
119,2,40,365,100,0,0
119,2,60,365,100,0,0
119,2,80,365,100,0,0
119,2,100,365,100,0,0
119,2,120,365,100,0,1
119,2,140,365,100,0,1
119,2,160,365,100,0,1
119,2,180,365,100,0,1
119,2,-20,365,-100,0,1
119,2,-40,365,-100,0,1
119,2,-60,365,-100,0,1
119,2,-80,365,-100,0,1
119,2,-100,365,-100,0,1
119,2,-120,365,-100,0,0
119,2,-140,365,-100,0,0
119,2,-160,365,-100,0,0
119,2,-180,365,-100,0,0
120,2,20,365,100,0,0
120,2,40,365,100,0,0
120,2,60,365,100,0,0
120,2,80,365,100,0,0
120,2,100,365,100,0,0
120,2,120,365,100,0,0
120,2,140,365,100,0,0
120,2,160,365,100,0,0
120,2,180,365,100,0,0
120,2,-20,365,-100,0,1
120,2,-40,365,-100,0,1
120,2,-60,365,-100,0,1
120,2,-80,365,-100,0,1
120,2,-100,365,-100,0,1
120,2,-120,365,-100,0,0
120,2,-140,365,-100,0,0
120,2,-160,365,-100,0,0
120,2,-180,365,-100,0,0
121,2,20,365,100,0,0
121,2,40,365,100,0,0
121,2,60,365,100,0,0
121,2,80,365,100,0,0
121,2,100,365,100,0,0
121,2,120,365,100,0,1
121,2,140,365,100,0,1
121,2,160,365,100,0,1
121,2,180,365,100,0,1
121,2,-20,365,-100,0,0
121,2,-40,365,-100,0,0
121,2,-60,365,-100,0,0
121,2,-80,365,-100,0,0
121,2,-100,365,-100,0,0
121,2,-120,365,-100,0,0
121,2,-140,365,-100,0,0
121,2,-160,365,-100,0,0
121,2,-180,365,-100,0,0
122,2,20,365,100,0,0
122,2,40,365,100,0,0
122,2,60,365,100,0,0
122,2,80,365,100,0,0
122,2,100,365,100,0,0
122,2,120,365,100,0,0
122,2,140,365,100,0,0
122,2,160,365,100,0,0
122,2,180,365,100,0,0
122,2,-20,365,-100,0,0
122,2,-40,365,-100,0,0
122,2,-60,365,-100,0,0
122,2,-80,365,-100,0,0
122,2,-100,365,-100,0,0
122,2,-120,365,-100,0,0
122,2,-140,365,-100,0,0
122,2,-160,365,-100,0,0
122,2,-180,365,-100,0,0
123,2,20,365,100,0,0
123,2,40,365,100,0,0
123,2,60,365,100,0,0
123,2,80,365,100,0,0
123,2,100,365,100,0,0
123,2,120,365,100,0,1
123,2,140,365,100,0,1
123,2,160,365,100,0,1
123,2,180,365,100,0,1
123,2,-20,365,-100,0,1
123,2,-40,365,-100,0,1
123,2,-60,365,-100,0,1
123,2,-80,365,-100,0,1
123,2,-100,365,-100,0,1
123,2,-120,365,-100,0,0
123,2,-140,365,-100,0,0
123,2,-160,365,-100,0,0
123,2,-180,365,-100,0,0
124,2,20,365,100,0,0
124,2,40,365,100,0,0
124,2,60,365,100,0,0
124,2,80,365,100,0,0
124,2,100,365,100,0,0
124,2,120,365,100,0,1
124,2,140,365,100,0,1
124,2,160,365,100,0,1
124,2,180,365,100,0,1
124,2,-20,365,-100,0,1
124,2,-40,365,-100,0,1
124,2,-60,365,-100,0,1
124,2,-80,365,-100,0,1
124,2,-100,365,-100,0,1
124,2,-120,365,-100,0,0
124,2,-140,365,-100,0,0
124,2,-160,365,-100,0,0
124,2,-180,365,-100,0,0
125,2,20,365,100,0,0
125,2,40,365,100,0,0
125,2,60,365,100,0,0
125,2,80,365,100,0,0
125,2,100,365,100,0,0
125,2,120,365,100,0,1
125,2,140,365,100,0,1
125,2,160,365,100,0,1
125,2,180,365,100,0,1
125,2,-20,365,-100,0,1
125,2,-40,365,-100,0,1
125,2,-60,365,-100,0,1
125,2,-80,365,-100,0,1
125,2,-100,365,-100,0,0
125,2,-120,365,-100,0,0
125,2,-140,365,-100,0,0
125,2,-160,365,-100,0,0
125,2,-180,365,-100,0,0
126,2,20,365,100,0,0
126,2,40,365,100,0,0
126,2,60,365,100,0,0
126,2,80,365,100,0,0
126,2,100,365,100,0,0
126,2,120,365,100,0,0
126,2,140,365,100,0,1
126,2,160,365,100,0,1
126,2,180,365,100,0,1
126,2,-20,365,-100,0,1
126,2,-40,365,-100,0,1
126,2,-60,365,-100,0,1
126,2,-80,365,-100,0,1
126,2,-100,365,-100,0,0
126,2,-120,365,-100,0,0
126,2,-140,365,-100,0,0
126,2,-160,365,-100,0,0
126,2,-180,365,-100,0,0
127,2,20,365,100,0,0
127,2,40,365,100,0,0
127,2,60,365,100,0,0
127,2,80,365,100,0,0
127,2,100,365,100,0,0
127,2,120,365,100,0,1
127,2,140,365,100,0,1
127,2,160,365,100,0,1
127,2,180,365,100,0,1
127,2,-20,365,-100,0,1
127,2,-40,365,-100,0,1
127,2,-60,365,-100,0,0
127,2,-80,365,-100,0,0
127,2,-100,365,-100,0,0
127,2,-120,365,-100,0,0
127,2,-140,365,-100,0,0
127,2,-160,365,-100,0,0
127,2,-180,365,-100,0,0
128,2,20,365,100,0,0
128,2,40,365,100,0,0
128,2,60,365,100,0,0
128,2,80,365,100,0,0
128,2,100,365,100,0,0
128,2,120,365,100,0,1
128,2,140,365,100,0,1
128,2,160,365,100,0,1
128,2,180,365,100,0,1
128,2,-20,365,-100,0,1
128,2,-40,365,-100,0,1
128,2,-60,365,-100,0,1
128,2,-80,365,-100,0,1
128,2,-100,365,-100,0,1
128,2,-120,365,-100,0,0
128,2,-140,365,-100,0,0
128,2,-160,365,-100,0,0
128,2,-180,365,-100,0,0
129,2,20,365,100,0,0
129,2,40,365,100,0,0
129,2,60,365,100,0,0
129,2,80,365,100,0,0
129,2,100,365,100,0,0
129,2,120,365,100,0,0
129,2,140,365,100,0,0
129,2,160,365,100,0,0
129,2,180,365,100,0,0
129,2,-20,365,-100,0,0
129,2,-40,365,-100,0,0
129,2,-60,365,-100,0,0
129,2,-80,365,-100,0,0
129,2,-100,365,-100,0,0
129,2,-120,365,-100,0,0
129,2,-140,365,-100,0,0
129,2,-160,365,-100,0,0
129,2,-180,365,-100,0,0
130,2,20,365,100,0,0
130,2,40,365,100,0,0
130,2,60,365,100,0,0
130,2,80,365,100,0,0
130,2,100,365,100,0,0
130,2,120,365,100,0,1
130,2,140,365,100,0,1
130,2,160,365,100,0,1
130,2,180,365,100,0,1
130,2,-20,365,-100,0,1
130,2,-40,365,-100,0,1
130,2,-60,365,-100,0,1
130,2,-80,365,-100,0,0
130,2,-100,365,-100,0,0
130,2,-120,365,-100,0,0
130,2,-140,365,-100,0,0
130,2,-160,365,-100,0,0
130,2,-180,365,-100,0,0
131,2,20,365,100,0,0
131,2,40,365,100,0,0
131,2,60,365,100,0,0
131,2,80,365,100,0,0
131,2,100,365,100,0,0
131,2,120,365,100,0,0
131,2,140,365,100,0,0
131,2,160,365,100,0,0
131,2,180,365,100,0,0
131,2,-20,365,-100,0,1
131,2,-40,365,-100,0,1
131,2,-60,365,-100,0,1
131,2,-80,365,-100,0,1
131,2,-100,365,-100,0,1
131,2,-120,365,-100,0,1
131,2,-140,365,-100,0,1
131,2,-160,365,-100,0,1
131,2,-180,365,-100,0,1
132,2,20,365,100,0,0
132,2,40,365,100,0,0
132,2,60,365,100,0,0
132,2,80,365,100,0,0
132,2,100,365,100,0,0
132,2,120,365,100,0,0
132,2,140,365,100,0,0
132,2,160,365,100,0,0
132,2,180,365,100,0,0
132,2,-20,365,-100,0,0
132,2,-40,365,-100,0,0
132,2,-60,365,-100,0,0
132,2,-80,365,-100,0,0
132,2,-100,365,-100,0,0
132,2,-120,365,-100,0,0
132,2,-140,365,-100,0,0
132,2,-160,365,-100,0,0
132,2,-180,365,-100,0,0
133,2,20,365,100,0,0
133,2,40,365,100,0,0
133,2,60,365,100,0,0
133,2,80,365,100,0,0
133,2,100,365,100,0,0
133,2,120,365,100,0,0
133,2,140,365,100,0,1
133,2,160,365,100,0,1
133,2,180,365,100,0,1
133,2,-20,365,-100,0,1
133,2,-40,365,-100,0,1
133,2,-60,365,-100,0,1
133,2,-80,365,-100,0,0
133,2,-100,365,-100,0,0
133,2,-120,365,-100,0,0
133,2,-140,365,-100,0,0
133,2,-160,365,-100,0,0
133,2,-180,365,-100,0,0
134,2,20,365,100,0,0
134,2,40,365,100,0,0
134,2,60,365,100,0,0
134,2,80,365,100,0,0
134,2,100,365,100,0,0
134,2,120,365,100,0,1
134,2,140,365,100,0,1
134,2,160,365,100,0,1
134,2,180,365,100,0,1
134,2,-20,365,-100,0,1
134,2,-40,365,-100,0,1
134,2,-60,365,-100,0,1
134,2,-80,365,-100,0,1
134,2,-100,365,-100,0,1
134,2,-120,365,-100,0,0
134,2,-140,365,-100,0,0
134,2,-160,365,-100,0,0
134,2,-180,365,-100,0,0
135,2,20,365,100,0,0
135,2,40,365,100,0,0
135,2,60,365,100,0,0
135,2,80,365,100,0,0
135,2,100,365,100,0,0
135,2,120,365,100,0,0
135,2,140,365,100,0,0
135,2,160,365,100,0,0
135,2,180,365,100,0,0
135,2,-20,365,-100,0,0
135,2,-40,365,-100,0,0
135,2,-60,365,-100,0,0
135,2,-80,365,-100,0,0
135,2,-100,365,-100,0,0
135,2,-120,365,-100,0,0
135,2,-140,365,-100,0,0
135,2,-160,365,-100,0,0
135,2,-180,365,-100,0,0
136,2,20,365,100,0,0
136,2,40,365,100,0,0
136,2,60,365,100,0,0
136,2,80,365,100,0,0
136,2,100,365,100,0,0
136,2,120,365,100,0,0
136,2,140,365,100,0,0
136,2,160,365,100,0,0
136,2,180,365,100,0,0
136,2,-20,365,-100,0,1
136,2,-40,365,-100,0,1
136,2,-60,365,-100,0,1
136,2,-80,365,-100,0,0
136,2,-100,365,-100,0,0
136,2,-120,365,-100,0,0
136,2,-140,365,-100,0,0
136,2,-160,365,-100,0,0
136,2,-180,365,-100,0,0
137,2,20,365,100,0,0
137,2,40,365,100,0,0
137,2,60,365,100,0,0
137,2,80,365,100,0,0
137,2,100,365,100,0,0
137,2,120,365,100,0,0
137,2,140,365,100,0,1
137,2,160,365,100,0,1
137,2,180,365,100,0,1
137,2,-20,365,-100,0,0
137,2,-40,365,-100,0,0
137,2,-60,365,-100,0,0
137,2,-80,365,-100,0,0
137,2,-100,365,-100,0,0
137,2,-120,365,-100,0,0
137,2,-140,365,-100,0,0
137,2,-160,365,-100,0,0
137,2,-180,365,-100,0,0
138,2,20,365,100,0,0
138,2,40,365,100,0,0
138,2,60,365,100,0,0
138,2,80,365,100,0,0
138,2,100,365,100,0,1
138,2,120,365,100,0,1
138,2,140,365,100,0,1
138,2,160,365,100,0,1
138,2,180,365,100,0,1
138,2,-20,365,-100,0,0
138,2,-40,365,-100,0,0
138,2,-60,365,-100,0,0
138,2,-80,365,-100,0,0
138,2,-100,365,-100,0,0
138,2,-120,365,-100,0,0
138,2,-140,365,-100,0,0
138,2,-160,365,-100,0,0
138,2,-180,365,-100,0,0
139,2,20,365,100,0,0
139,2,40,365,100,0,0
139,2,60,365,100,0,0
139,2,80,365,100,0,0
139,2,100,365,100,0,0
139,2,120,365,100,0,1
139,2,140,365,100,0,1
139,2,160,365,100,0,1
139,2,180,365,100,0,1
139,2,-20,365,-100,0,1
139,2,-40,365,-100,0,1
139,2,-60,365,-100,0,1
139,2,-80,365,-100,0,1
139,2,-100,365,-100,0,0
139,2,-120,365,-100,0,0
139,2,-140,365,-100,0,0
139,2,-160,365,-100,0,0
139,2,-180,365,-100,0,0
140,2,20,365,100,0,0
140,2,40,365,100,0,0
140,2,60,365,100,0,0
140,2,80,365,100,0,0
140,2,100,365,100,0,0
140,2,120,365,100,0,0
140,2,140,365,100,0,0
140,2,160,365,100,0,0
140,2,180,365,100,0,0
140,2,-20,365,-100,0,1
140,2,-40,365,-100,0,1
140,2,-60,365,-100,0,1
140,2,-80,365,-100,0,1
140,2,-100,365,-100,0,0
140,2,-120,365,-100,0,0
140,2,-140,365,-100,0,0
140,2,-160,365,-100,0,0
140,2,-180,365,-100,0,0
141,2,20,365,100,0,0
141,2,40,365,100,0,0
141,2,60,365,100,0,0
141,2,80,365,100,0,0
141,2,100,365,100,0,0
141,2,120,365,100,0,1
141,2,140,365,100,0,1
141,2,160,365,100,0,1
141,2,180,365,100,0,1
141,2,-20,365,-100,0,0
141,2,-40,365,-100,0,0
141,2,-60,365,-100,0,0
141,2,-80,365,-100,0,0
141,2,-100,365,-100,0,0
141,2,-120,365,-100,0,0
141,2,-140,365,-100,0,0
141,2,-160,365,-100,0,0
141,2,-180,365,-100,0,0
142,2,20,365,100,0,0
142,2,40,365,100,0,0
142,2,60,365,100,0,0
142,2,80,365,100,0,0
142,2,100,365,100,0,0
142,2,120,365,100,0,0
142,2,140,365,100,0,0
142,2,160,365,100,0,0
142,2,180,365,100,0,0
142,2,-20,365,-100,0,0
142,2,-40,365,-100,0,0
142,2,-60,365,-100,0,0
142,2,-80,365,-100,0,0
142,2,-100,365,-100,0,0
142,2,-120,365,-100,0,0
142,2,-140,365,-100,0,0
142,2,-160,365,-100,0,0
142,2,-180,365,-100,0,0
143,3,200,365,1000,0,0
143,3,400,365,1000,0,0
143,3,600,365,1000,0,0
143,3,800,365,1000,0,0
143,3,1000,365,1000,0,0
143,3,1200,365,1000,0,1
143,3,1400,365,1000,0,1
143,3,1600,365,1000,0,1
143,3,1800,365,1000,0,1
143,3,-200,365,-1000,0,1
143,3,-400,365,-1000,0,1
143,3,-600,365,-1000,0,1
143,3,-800,365,-1000,0,1
143,3,-1000,365,-1000,0,1
143,3,-1200,365,-1000,0,0
143,3,-1400,365,-1000,0,0
143,3,-1600,365,-1000,0,0
143,3,-1800,365,-1000,0,0
144,3,200,365,1000,0,0
144,3,400,365,1000,0,0
144,3,600,365,1000,0,0
144,3,800,365,1000,0,0
144,3,1000,365,1000,0,0
144,3,1200,365,1000,0,1
144,3,1400,365,1000,0,1
144,3,1600,365,1000,0,1
144,3,1800,365,1000,0,1
144,3,-200,365,-1000,0,1
144,3,-400,365,-1000,0,1
144,3,-600,365,-1000,0,1
144,3,-800,365,-1000,0,1
144,3,-1000,365,-1000,0,1
144,3,-1200,365,-1000,0,0
144,3,-1400,365,-1000,0,0
144,3,-1600,365,-1000,0,0
144,3,-1800,365,-1000,0,0
145,3,200,365,1000,0,0
145,3,400,365,1000,0,0
145,3,600,365,1000,0,0
145,3,800,365,1000,0,0
145,3,1000,365,1000,0,0
145,3,1200,365,1000,0,1
145,3,1400,365,1000,0,1
145,3,1600,365,1000,0,1
145,3,1800,365,1000,0,1
145,3,-200,365,-1000,0,1
145,3,-400,365,-1000,0,1
145,3,-600,365,-1000,0,1
145,3,-800,365,-1000,0,1
145,3,-1000,365,-1000,0,1
145,3,-1200,365,-1000,0,1
145,3,-1400,365,-1000,0,0
145,3,-1600,365,-1000,0,0
145,3,-1800,365,-1000,0,0
146,3,200,365,1000,0,0
146,3,400,365,1000,0,0
146,3,600,365,1000,0,0
146,3,800,365,1000,0,0
146,3,1000,365,1000,0,0
146,3,1200,365,1000,0,0
146,3,1400,365,1000,0,0
146,3,1600,365,1000,0,0
146,3,1800,365,1000,0,0
146,3,-200,365,-1000,0,1
146,3,-400,365,-1000,0,1
146,3,-600,365,-1000,0,1
146,3,-800,365,-1000,0,1
146,3,-1000,365,-1000,0,1
146,3,-1200,365,-1000,0,0
146,3,-1400,365,-1000,0,0
146,3,-1600,365,-1000,0,0
146,3,-1800,365,-1000,0,0
147,3,200,365,1000,0,0
147,3,400,365,1000,0,0
147,3,600,365,1000,0,0
147,3,800,365,1000,0,0
147,3,1000,365,1000,0,1
147,3,1200,365,1000,0,1
147,3,1400,365,1000,0,1
147,3,1600,365,1000,0,1
147,3,1800,365,1000,0,1
147,3,-200,365,-1000,0,1
147,3,-400,365,-1000,0,1
147,3,-600,365,-1000,0,1
147,3,-800,365,-1000,0,1
147,3,-1000,365,-1000,0,1
147,3,-1200,365,-1000,0,1
147,3,-1400,365,-1000,0,0
147,3,-1600,365,-1000,0,0
147,3,-1800,365,-1000,0,0
148,3,200,365,1000,0,0
148,3,400,365,1000,0,0
148,3,600,365,1000,0,0
148,3,800,365,1000,0,0
148,3,1000,365,1000,0,0
148,3,1200,365,1000,0,1
148,3,1400,365,1000,0,1
148,3,1600,365,1000,0,1
148,3,1800,365,1000,0,1
148,3,-200,365,-1000,0,1
148,3,-400,365,-1000,0,1
148,3,-600,365,-1000,0,1
148,3,-800,365,-1000,0,1
148,3,-1000,365,-1000,0,0
148,3,-1200,365,-1000,0,0
148,3,-1400,365,-1000,0,0
148,3,-1600,365,-1000,0,0
148,3,-1800,365,-1000,0,0
149,3,200,365,1000,0,0
149,3,400,365,1000,0,0
149,3,600,365,1000,0,0
149,3,800,365,1000,0,0
149,3,1000,365,1000,0,0
149,3,1200,365,1000,0,1
149,3,1400,365,1000,0,1
149,3,1600,365,1000,0,1
149,3,1800,365,1000,0,1
149,3,-200,365,-1000,0,1
149,3,-400,365,-1000,0,1
149,3,-600,365,-1000,0,1
149,3,-800,365,-1000,0,1
149,3,-1000,365,-1000,0,0
149,3,-1200,365,-1000,0,0
149,3,-1400,365,-1000,0,0
149,3,-1600,365,-1000,0,0
149,3,-1800,365,-1000,0,0
150,3,200,365,1000,0,0
150,3,400,365,1000,0,0
150,3,600,365,1000,0,0
150,3,800,365,1000,0,0
150,3,1000,365,1000,0,0
150,3,1200,365,1000,0,1
150,3,1400,365,1000,0,1
150,3,1600,365,1000,0,1
150,3,1800,365,1000,0,1
150,3,-200,365,-1000,0,1
150,3,-400,365,-1000,0,1
150,3,-600,365,-1000,0,1
150,3,-800,365,-1000,0,1
150,3,-1000,365,-1000,0,1
150,3,-1200,365,-1000,0,0
150,3,-1400,365,-1000,0,0
150,3,-1600,365,-1000,0,0
150,3,-1800,365,-1000,0,0
151,3,200,365,1000,0,0
151,3,400,365,1000,0,0
151,3,600,365,1000,0,0
151,3,800,365,1000,0,0
151,3,1000,365,1000,0,0
151,3,1200,365,1000,0,0
151,3,1400,365,1000,0,1
151,3,1600,365,1000,0,1
151,3,1800,365,1000,0,1
151,3,-200,365,-1000,0,1
151,3,-400,365,-1000,0,1
151,3,-600,365,-1000,0,1
151,3,-800,365,-1000,0,1
151,3,-1000,365,-1000,0,1
151,3,-1200,365,-1000,0,0
151,3,-1400,365,-1000,0,0
151,3,-1600,365,-1000,0,0
151,3,-1800,365,-1000,0,0
152,3,200,365,1000,0,0
152,3,400,365,1000,0,1
152,3,600,365,1000,0,1
152,3,800,365,1000,0,1
152,3,1000,365,1000,0,1
152,3,1200,365,1000,0,1
152,3,1400,365,1000,0,1
152,3,1600,365,1000,0,1
152,3,1800,365,1000,0,1
152,3,-200,365,-1000,0,0
152,3,-400,365,-1000,0,0
152,3,-600,365,-1000,0,0
152,3,-800,365,-1000,0,0
152,3,-1000,365,-1000,0,0
152,3,-1200,365,-1000,0,0
152,3,-1400,365,-1000,0,0
152,3,-1600,365,-1000,0,0
152,3,-1800,365,-1000,0,0
153,3,200,365,1000,0,0
153,3,400,365,1000,0,0
153,3,600,365,1000,0,0
153,3,800,365,1000,0,0
153,3,1000,365,1000,0,0
153,3,1200,365,1000,0,0
153,3,1400,365,1000,0,0
153,3,1600,365,1000,0,1
153,3,1800,365,1000,0,1
153,3,-200,365,-1000,0,1
153,3,-400,365,-1000,0,1
153,3,-600,365,-1000,0,1
153,3,-800,365,-1000,0,1
153,3,-1000,365,-1000,0,1
153,3,-1200,365,-1000,0,0
153,3,-1400,365,-1000,0,0
153,3,-1600,365,-1000,0,0
153,3,-1800,365,-1000,0,0
154,3,200,365,1000,0,0
154,3,400,365,1000,0,0
154,3,600,365,1000,0,0
154,3,800,365,1000,0,0
154,3,1000,365,1000,0,0
154,3,1200,365,1000,0,0
154,3,1400,365,1000,0,1
154,3,1600,365,1000,0,1
